,type,genotype,N,mean,sd,se,gene,log2Mean,lineGroup
8064,Cother,tf2,4,8.586655215,5.424587314,2.712293657,Solyc12g049560,3.102096263,tf2.Solyc12g049560
8065,Cother,wt,3,44.32881597,51.94334921,29.98950665,Solyc12g049560,5.470172923,wt.Solyc12g049560
8066,Ambr,tf2,4,205.9120207,40.14004943,20.07002471,Solyc12g056080,7.685884244,tf2.Solyc12g056080
8067,Ambr,wt,3,212.6284193,64.63928445,37.31950828,Solyc12g056080,7.732190626,wt.Solyc12g056080
8068,Aother,tf2,4,345.5894673,298.5120068,149.2560034,Solyc12g056080,8.432915438,tf2.Solyc12g056080
8069,Aother,wt,5,155.87133,25.49856303,11.40330405,Solyc12g056080,7.284211782,wt.Solyc12g056080
8070,Bmbr,tf2,3,187.2478818,78.03450485,45.05324238,Solyc12g056080,7.548805589,tf2.Solyc12g056080
8071,Bmbr,wt,4,219.9536158,82.17842008,41.08921004,Solyc12g056080,7.781055508,wt.Solyc12g056080
8072,Bother,tf2,4,140.8480732,17.67206549,8.836032746,Solyc12g056080,7.137996018,tf2.Solyc12g056080
8073,Bother,wt,4,101.460999,47.87769306,23.93884653,Solyc12g056080,6.66478146,wt.Solyc12g056080
8074,Cmbr,tf2,4,276.0916636,156.4140616,78.20703082,Solyc12g056080,8.109003517,tf2.Solyc12g056080
8075,Cmbr,wt,6,219.4089622,77.03073494,31.44766585,Solyc12g056080,7.777478647,wt.Solyc12g056080
8076,Cother,tf2,4,250.0804635,184.6571129,92.32855643,Solyc12g056080,7.966248547,tf2.Solyc12g056080
8077,Cother,wt,3,180.4598848,61.57896893,35.55263429,Solyc12g056080,7.49553436,wt.Solyc12g056080
8078,Ambr,tf2,4,12.62225877,11.01331058,5.506655288,Solyc12g056510,3.657898201,tf2.Solyc12g056510
8079,Ambr,wt,3,7.063824802,8.06615754,4.656998227,Solyc12g056510,2.820449561,wt.Solyc12g056510
8080,Aother,tf2,4,23.36654228,19.76830993,9.884154966,Solyc12g056510,4.546372359,tf2.Solyc12g056510
8081,Aother,wt,5,35.95148789,12.82972528,5.737627572,Solyc12g056510,5.167979574,wt.Solyc12g056510
8082,Bmbr,tf2,3,37.15563746,20.83399268,12.02851128,Solyc12g056510,5.215509216,tf2.Solyc12g056510
8083,Bmbr,wt,4,5.892645034,6.104426751,3.052213376,Solyc12g056510,2.558915362,wt.Solyc12g056510
8084,Bother,tf2,4,55.90287113,23.9449555,11.97247775,Solyc12g056510,5.804850476,tf2.Solyc12g056510
8085,Bother,wt,4,66.52091196,112.9219004,56.46095018,Solyc12g056510,6.055736042,wt.Solyc12g056510
8086,Cmbr,tf2,4,4.264745845,4.635185,2.3175925,Solyc12g056510,2.092459768,tf2.Solyc12g056510
8087,Cmbr,wt,6,5.512359787,11.80341921,4.818725712,Solyc12g056510,2.462670055,wt.Solyc12g056510
8088,Cother,tf2,4,112.1058715,72.19324896,36.09662448,Solyc12g056510,6.808718031,tf2.Solyc12g056510
8089,Cother,wt,3,24.50697971,10.91415074,6.301287866,Solyc12g056510,4.61512079,wt.Solyc12g056510
8090,Ambr,tf2,4,25.1355364,15.69523441,7.847617205,Solyc12g056830,4.651656572,tf2.Solyc12g056830
8091,Ambr,wt,3,18.43642347,8.905864138,5.141803058,Solyc12g056830,4.204486906,wt.Solyc12g056830
8092,Aother,tf2,4,34.65741662,14.54706285,7.273531427,Solyc12g056830,5.115092214,tf2.Solyc12g056830
8093,Aother,wt,5,25.57024348,11.58144465,5.179379503,Solyc12g056830,4.676393993,wt.Solyc12g056830
8094,Bmbr,tf2,3,12.23132345,11.20391477,6.468583207,Solyc12g056830,3.612508609,tf2.Solyc12g056830
8095,Bmbr,wt,4,11.82395087,7.339274192,3.669637096,Solyc12g056830,3.563640274,wt.Solyc12g056830
8096,Bother,tf2,4,26.42461794,6.388219179,3.194109589,Solyc12g056830,4.723810708,tf2.Solyc12g056830
8097,Bother,wt,4,30.99329807,20.78033592,10.39016796,Solyc12g056830,4.953884379,wt.Solyc12g056830
8098,Cmbr,tf2,4,16.49690793,12.13355493,6.066777463,Solyc12g056830,4.044123735,tf2.Solyc12g056830
8099,Cmbr,wt,6,15.04417143,13.83451348,5.647916478,Solyc12g056830,3.911132746,wt.Solyc12g056830
8100,Cother,tf2,4,38.90163539,39.50532853,19.75266426,Solyc12g056830,5.281758901,tf2.Solyc12g056830
8101,Cother,wt,3,27.99592586,17.26968938,9.970659812,Solyc12g056830,4.807144988,wt.Solyc12g056830
8102,Ambr,tf2,4,4.79033518,2.5249028,1.2624514,Solyc12g070280,2.260126605,tf2.Solyc12g070280
8103,Ambr,wt,3,3.189176572,3.75740748,2.16934022,Solyc12g070280,1.673183976,wt.Solyc12g070280
8104,Aother,tf2,4,6.448555629,6.586228591,3.293114295,Solyc12g070280,2.688976057,tf2.Solyc12g070280
8105,Aother,wt,5,5.811925466,4.558955903,2.038827061,Solyc12g070280,2.539016202,wt.Solyc12g070280
8106,Bmbr,tf2,3,2.223935468,1.261743944,0.728468206,Solyc12g070280,1.153114926,tf2.Solyc12g070280
8107,Bmbr,wt,4,5.073933255,3.534740622,1.767370311,Solyc12g070280,2.343104542,wt.Solyc12g070280
8108,Bother,tf2,4,7.026003544,5.236980366,2.618490183,Solyc12g070280,2.812704304,tf2.Solyc12g070280
8109,Bother,wt,4,4.936077846,3.527159933,1.763579966,Solyc12g070280,2.303365147,wt.Solyc12g070280
8110,Cmbr,tf2,4,3.17278938,2.700242036,1.350121018,Solyc12g070280,1.665751754,tf2.Solyc12g070280
8111,Cmbr,wt,6,5.902891982,3.308568308,1.350717355,Solyc12g070280,2.561421942,wt.Solyc12g070280
8112,Cother,tf2,4,7.947769656,6.407148405,3.203574202,Solyc12g070280,2.990550061,tf2.Solyc12g070280
8113,Cother,wt,3,1.298817137,0.795631972,0.459358333,Solyc12g070280,0.377198326,wt.Solyc12g070280
8114,Ambr,tf2,4,19.81341447,12.77995346,6.389976732,Solyc12g089210,4.308405618,tf2.Solyc12g089210
8115,Ambr,wt,3,10.69794469,9.439567845,5.449937036,Solyc12g089210,3.419261745,wt.Solyc12g089210
8116,Aother,tf2,4,12.48176404,6.548573388,3.274286694,Solyc12g089210,3.641749939,tf2.Solyc12g089210
8117,Aother,wt,5,11.33404404,4.081931959,1.825495468,Solyc12g089210,3.502590809,wt.Solyc12g089210
8118,Bmbr,tf2,3,17.79823879,13.8091915,7.972740431,Solyc12g089210,4.153662582,tf2.Solyc12g089210
8119,Bmbr,wt,4,13.32929043,5.893057035,2.946528517,Solyc12g089210,3.736528077,wt.Solyc12g089210
8120,Bother,tf2,4,12.1627904,2.857864267,1.428932133,Solyc12g089210,3.604402346,tf2.Solyc12g089210
8121,Bother,wt,4,8.75464851,3.252702231,1.626351115,Solyc12g089210,3.130049257,wt.Solyc12g089210
8122,Cmbr,tf2,4,21.09234354,12.90794653,6.453973267,Solyc12g089210,4.398647495,tf2.Solyc12g089210
8123,Cmbr,wt,6,11.82427498,10.24699715,4.18331907,Solyc12g089210,3.563679821,wt.Solyc12g089210
8124,Cother,tf2,4,23.24106977,19.19403276,9.597016378,Solyc12g089210,4.538604571,tf2.Solyc12g089210
8125,Cother,wt,3,13.63992003,0.436473957,0.251998357,Solyc12g089210,3.769763281,wt.Solyc12g089210
8126,Ambr,tf2,4,37.06595803,7.048484409,3.524242204,Solyc12g095780,5.212022895,tf2.Solyc12g095780
8127,Ambr,wt,3,42.305677,34.44351827,19.88597455,Solyc12g095780,5.402779366,wt.Solyc12g095780
8128,Aother,tf2,4,23.51607369,10.52890568,5.264452838,Solyc12g095780,4.555575299,tf2.Solyc12g095780
8129,Aother,wt,5,65.89914471,26.44930337,11.82848806,Solyc12g095780,6.042187836,wt.Solyc12g095780
8130,Bmbr,tf2,3,36.18350546,27.70946581,15.99806755,Solyc12g095780,5.177260278,tf2.Solyc12g095780
8131,Bmbr,wt,4,37.39879266,17.97808733,8.989043664,Solyc12g095780,5.224919791,wt.Solyc12g095780
8132,Bother,tf2,4,50.19777425,17.33770877,8.668854387,Solyc12g095780,5.649551492,tf2.Solyc12g095780
8133,Bother,wt,4,50.42169728,25.57841858,12.78920929,Solyc12g095780,5.655972777,wt.Solyc12g095780
8134,Cmbr,tf2,4,61.6831072,57.5277626,28.7638813,Solyc12g095780,5.946803536,tf2.Solyc12g095780
8135,Cmbr,wt,6,58.80364246,31.64119179,12.91746246,Solyc12g095780,5.877833617,wt.Solyc12g095780
8136,Cother,tf2,4,40.92680097,23.79185575,11.89592788,Solyc12g095780,5.354973998,tf2.Solyc12g095780
8137,Cother,wt,3,39.91643783,11.89992066,6.870422396,Solyc12g095780,5.318911074,wt.Solyc12g095780
8138,Ambr,tf2,4,4.327046504,3.228089712,1.614044856,Solyc12g095850,2.113382626,tf2.Solyc12g095850
8139,Ambr,wt,3,1.728491554,0.798971614,0.461286476,Solyc12g095850,0.789513554,wt.Solyc12g095850
8141,Aother,wt,5,4.605222044,1.767564873,0.790479042,Solyc12g095850,2.203270719,wt.Solyc12g095850
8142,Bmbr,tf2,3,24.50580185,37.87585852,21.86763711,Solyc12g095850,4.615051449,tf2.Solyc12g095850
8143,Bmbr,wt,4,3.076404784,3.499904127,1.749952064,Solyc12g095850,1.621245341,wt.Solyc12g095850
8144,Bother,tf2,4,3.605142173,3.226999732,1.613499866,Solyc12g095850,1.850056155,tf2.Solyc12g095850
8145,Bother,wt,4,1.415740638,1.265361386,0.632680693,Solyc12g095850,0.501556989,wt.Solyc12g095850
8146,Cmbr,tf2,4,1.579726623,1.673530714,0.836765357,Solyc12g095850,0.659674916,tf2.Solyc12g095850
8147,Cmbr,wt,6,4.575891241,2.820093153,1.151298208,Solyc12g095850,2.194052763,wt.Solyc12g095850
8148,Cother,tf2,4,3.774359184,3.052195064,1.526097532,Solyc12g095850,1.916231722,tf2.Solyc12g095850
8149,Cother,wt,3,2.722404992,2.209928419,1.275902767,Solyc12g095850,1.444881702,wt.Solyc12g095850
8150,Ambr,tf2,4,21.88201037,4.781309483,2.390654741,Solyc12g096070,4.451673384,tf2.Solyc12g096070
8151,Ambr,wt,3,28.2637363,9.544558943,5.510553675,Solyc12g096070,4.820880289,wt.Solyc12g096070
8152,Aother,tf2,4,15.56417399,14.12620671,7.063103355,Solyc12g096070,3.960157108,tf2.Solyc12g096070
8153,Aother,wt,5,20.77567157,6.92175873,3.095504609,Solyc12g096070,4.376823208,wt.Solyc12g096070
8154,Bmbr,tf2,3,29.55490758,21.41970473,12.36667229,Solyc12g096070,4.885325804,tf2.Solyc12g096070
8155,Bmbr,wt,4,24.75589136,3.719671671,1.859835836,Solyc12g096070,4.629699991,wt.Solyc12g096070
8156,Bother,tf2,4,19.43595646,3.452049632,1.726024816,Solyc12g096070,4.2806562,tf2.Solyc12g096070
8157,Bother,wt,4,12.33018869,7.591235081,3.795617541,Solyc12g096070,3.624122973,wt.Solyc12g096070
8158,Cmbr,tf2,4,20.40826874,9.358093843,4.679046922,Solyc12g096070,4.351081897,tf2.Solyc12g096070
8159,Cmbr,wt,6,27.88334192,17.54390871,7.162270739,Solyc12g096070,4.801331579,wt.Solyc12g096070
8160,Cother,tf2,4,14.54249707,15.72311103,7.861555517,Solyc12g096070,3.862203108,tf2.Solyc12g096070
8161,Cother,wt,3,15.34564116,12.30823479,7.10616267,Solyc12g096070,3.939757019,wt.Solyc12g096070
8162,Ambr,tf2,4,18.76598582,5.6410067,2.82050335,Solyc12g096550,4.230048175,tf2.Solyc12g096550
8163,Ambr,wt,3,16.66860259,9.515883929,5.493998148,Solyc12g096550,4.059061256,wt.Solyc12g096550
8164,Aother,tf2,4,19.58718862,6.530985111,3.265492556,Solyc12g096550,4.291838435,tf2.Solyc12g096550
8165,Aother,wt,5,37.75034541,7.208979426,3.223953609,Solyc12g096550,5.23841794,wt.Solyc12g096550
8166,Bmbr,tf2,3,9.722812868,8.177708968,4.721402474,Solyc12g096550,3.281373755,tf2.Solyc12g096550
8167,Bmbr,wt,4,10.35755303,4.393851849,2.196925924,Solyc12g096550,3.372611302,wt.Solyc12g096550
8168,Bother,tf2,4,43.05189179,13.12861922,6.564309608,Solyc12g096550,5.428004729,tf2.Solyc12g096550
8169,Bother,wt,4,38.31555647,19.14250474,9.571252371,Solyc12g096550,5.259858353,wt.Solyc12g096550
8170,Cmbr,tf2,4,13.82675788,7.616247717,3.808123858,Solyc12g096550,3.789391005,tf2.Solyc12g096550
8171,Cmbr,wt,6,18.88494034,18.14221257,7.406527267,Solyc12g096550,4.239164321,wt.Solyc12g096550
8172,Cother,tf2,4,38.79029033,13.75126448,6.875632241,Solyc12g096550,5.277623669,tf2.Solyc12g096550
8173,Cother,wt,3,23.95513016,1.580621593,0.912572302,Solyc12g096550,4.582262747,wt.Solyc12g096550
8174,Ambr,tf2,4,24.63040865,10.28125953,5.140629767,Solyc12g098890,4.622368659,tf2.Solyc12g098890
8175,Ambr,wt,3,13.707692,2.15116163,1.241973746,Solyc12g098890,3.776913776,wt.Solyc12g098890
8176,Aother,tf2,4,31.56844103,14.70098797,7.350493985,Solyc12g098890,4.980411112,tf2.Solyc12g098890
8177,Aother,wt,5,20.08595991,3.792812718,1.696197412,Solyc12g098890,4.328115504,wt.Solyc12g098890
8178,Bmbr,tf2,3,13.58491293,7.82484627,4.5176771,Solyc12g098890,3.763933414,tf2.Solyc12g098890
8179,Bmbr,wt,4,21.68484051,8.347748343,4.173874172,Solyc12g098890,4.438614927,wt.Solyc12g098890
8180,Bother,tf2,4,27.39918613,7.088246659,3.54412333,Solyc12g098890,4.776061134,tf2.Solyc12g098890
8181,Bother,wt,4,15.83634079,9.962127913,4.981063956,Solyc12g098890,3.985167113,wt.Solyc12g098890
8182,Cmbr,tf2,4,18.22228296,7.185549691,3.592774845,Solyc12g098890,4.187631812,tf2.Solyc12g098890
8183,Cmbr,wt,6,17.01976411,9.114912184,3.721147317,Solyc12g098890,4.089139137,wt.Solyc12g098890
8184,Cother,tf2,4,33.05753717,17.60308376,8.801541879,Solyc12g098890,5.046907341,tf2.Solyc12g098890
8185,Cother,wt,3,25.84514327,11.93481758,6.890570142,Solyc12g098890,4.691821294,wt.Solyc12g098890
8186,Ambr,tf2,4,53.92761348,14.61233459,7.306167297,Solyc12g100160,5.752952285,tf2.Solyc12g100160
8187,Ambr,wt,3,47.27707753,8.860996543,5.11589874,Solyc12g100160,5.563068952,wt.Solyc12g100160
8188,Aother,tf2,4,43.32573149,16.35046265,8.175231323,Solyc12g100160,5.437152202,tf2.Solyc12g100160
8189,Aother,wt,5,45.93135046,12.04318138,5.385874444,Solyc12g100160,5.521407297,wt.Solyc12g100160
8190,Bmbr,tf2,3,41.46503751,30.27700411,17.48043647,Solyc12g100160,5.373823492,tf2.Solyc12g100160
8191,Bmbr,wt,4,50.91137717,8.149231442,4.074615721,Solyc12g100160,5.669916186,wt.Solyc12g100160
8192,Bother,tf2,4,60.21329459,14.52098811,7.260494054,Solyc12g100160,5.912010152,tf2.Solyc12g100160
8193,Bother,wt,4,36.83847196,12.68400333,6.342001664,Solyc12g100160,5.203141316,wt.Solyc12g100160
8194,Cmbr,tf2,4,53.57195881,23.2964609,11.64823045,Solyc12g100160,5.743406143,tf2.Solyc12g100160
8195,Cmbr,wt,6,35.46482044,19.30419486,7.880904549,Solyc12g100160,5.148316738,wt.Solyc12g100160
8196,Cother,tf2,4,40.97716579,12.12370834,6.061854171,Solyc12g100160,5.356748298,tf2.Solyc12g100160
8197,Cother,wt,3,51.78916573,6.695029948,3.865377343,Solyc12g100160,5.694578413,wt.Solyc12g100160
8198,Ambr,tf2,4,75.15904091,144.4652061,72.23260305,Solyc00g014800,6.231874752,tf2.Solyc00g014800
8199,Ambr,wt,3,8.643351652,8.246397132,4.761059604,Solyc00g014800,3.111590858,wt.Solyc00g014800
8200,Aother,tf2,4,15.79153283,12.92903519,6.464517594,Solyc00g014800,3.98107931,tf2.Solyc00g014800
8201,Aother,wt,5,3.722753417,2.929953031,1.31031483,Solyc00g014800,1.89637006,wt.Solyc00g014800
8202,Bmbr,tf2,3,124.3036094,215.3001671,124.3036094,Solyc00g014800,6.957724379,tf2.Solyc00g014800
8203,Bmbr,wt,4,57.46722622,114.9344524,57.46722622,Solyc00g014800,5.844667511,wt.Solyc00g014800
8204,Bother,tf2,4,5.634435909,2.707572553,1.353786277,Solyc00g014800,2.494271182,tf2.Solyc00g014800
8205,Bother,wt,4,2.397642353,2.564419129,1.282209564,Solyc00g014800,1.261616474,wt.Solyc00g014800
8206,Cmbr,tf2,4,10.09687221,8.155978135,4.077989067,Solyc00g014800,3.335836541,tf2.Solyc00g014800
8207,Cmbr,wt,6,4.441907922,3.257073631,1.329694742,Solyc00g014800,2.151179487,wt.Solyc00g014800
8208,Cother,tf2,4,4.190873833,4.806633784,2.403316892,Solyc00g014800,2.067251089,tf2.Solyc00g014800
8209,Cother,wt,3,201.3031914,321.6023318,185.6771929,Solyc00g014800,7.653226234,wt.Solyc00g014800
8210,Ambr,tf2,4,4.998476459,3.532755114,1.766377557,Solyc01g007070,2.321488427,tf2.Solyc01g007070
8211,Ambr,wt,3,2.47781075,1.277480021,0.737553434,Solyc01g007070,1.309066002,wt.Solyc01g007070
8212,Aother,tf2,4,4.571225448,4.443370933,2.221685466,Solyc01g007070,2.192580973,tf2.Solyc01g007070
8213,Aother,wt,5,13.28585894,6.177954019,2.76286503,Solyc01g007070,3.731819597,wt.Solyc01g007070
8214,Bmbr,tf2,3,4.548727128,2.858178815,1.650170308,Solyc01g007070,2.185462892,tf2.Solyc01g007070
8215,Bmbr,wt,4,3.053462925,1.529292158,0.764646079,Solyc01g007070,1.610446328,wt.Solyc01g007070
8216,Bother,tf2,4,13.38219359,2.795268117,1.397634058,Solyc01g007070,3.742242714,tf2.Solyc01g007070
8217,Bother,wt,4,12.44070888,4.577460784,2.288730392,Solyc01g007070,3.636996789,wt.Solyc01g007070
8218,Cmbr,tf2,4,8.361984714,10.73390769,5.366953844,Solyc01g007070,3.063845406,tf2.Solyc01g007070
8219,Cmbr,wt,6,6.699288781,4.635164747,1.892298084,Solyc01g007070,2.744007942,wt.Solyc01g007070
8220,Cother,tf2,4,12.53505732,4.38625345,2.193126725,Solyc01g007070,3.647896688,tf2.Solyc01g007070
8221,Cother,wt,3,6.480908575,2.964899109,1.711785298,Solyc01g007070,2.696196082,wt.Solyc01g007070
8222,Ambr,tf2,4,374.3736644,59.0738947,29.53694735,Solyc01g008960,8.548335141,tf2.Solyc01g008960
8223,Ambr,wt,3,455.25847,16.47549622,9.512132178,Solyc01g008960,8.830542048,wt.Solyc01g008960
8224,Aother,tf2,4,293.0335504,82.42488464,41.21244232,Solyc01g008960,8.194922043,tf2.Solyc01g008960
8225,Aother,wt,5,369.8705058,75.63939464,33.82696564,Solyc01g008960,8.530876451,wt.Solyc01g008960
8226,Bmbr,tf2,3,245.2013205,161.9880509,93.52384479,Solyc01g008960,7.937822939,tf2.Solyc01g008960
8227,Bmbr,wt,4,351.057408,52.43629904,26.21814952,Solyc01g008960,8.455563162,wt.Solyc01g008960
8228,Bother,tf2,4,347.4180392,16.38260178,8.191300891,Solyc01g008960,8.440528856,tf2.Solyc01g008960
8229,Bother,wt,4,381.2868909,147.60006,73.80003,Solyc01g008960,8.57473312,wt.Solyc01g008960
8230,Cmbr,tf2,4,593.4947888,350.2811561,175.1405781,Solyc01g008960,9.213091552,tf2.Solyc01g008960
8231,Cmbr,wt,6,498.0098478,110.8347114,45.24808146,Solyc01g008960,8.960030461,wt.Solyc01g008960
8232,Cother,tf2,4,346.0214723,114.0735979,57.03679894,Solyc01g008960,8.434717757,tf2.Solyc01g008960
8233,Cother,wt,3,367.2681508,51.00225227,29.44616408,Solyc01g008960,8.520689982,wt.Solyc01g008960
8234,Ambr,tf2,4,44.61478902,28.58629382,14.29314691,Solyc01g009090,5.479450112,tf2.Solyc01g009090
8235,Ambr,wt,3,76.51644709,21.62566061,12.48558098,Solyc01g009090,6.257697981,wt.Solyc01g009090
8236,Aother,tf2,4,38.93472092,17.83531067,8.917655333,Solyc01g009090,5.28298538,tf2.Solyc01g009090
8237,Aother,wt,5,43.46299397,26.31753582,11.76955982,Solyc01g009090,5.441715654,wt.Solyc01g009090
8238,Bmbr,tf2,3,57.39127683,40.00187581,23.09509376,Solyc01g009090,5.842759566,tf2.Solyc01g009090
8239,Bmbr,wt,4,43.98748522,25.5392204,12.7696102,Solyc01g009090,5.459021219,wt.Solyc01g009090
8240,Bother,tf2,4,46.20699072,20.70638977,10.35319488,Solyc01g009090,5.530039231,tf2.Solyc01g009090
8241,Bother,wt,4,29.87161765,19.80851707,9.904258537,Solyc01g009090,4.900703462,wt.Solyc01g009090
8242,Cmbr,tf2,4,36.64401205,8.703693512,4.351846756,Solyc01g009090,5.195505564,tf2.Solyc01g009090
8243,Cmbr,wt,6,50.34698177,27.65408462,11.28973277,Solyc01g009090,5.653833388,wt.Solyc01g009090
8244,Cother,tf2,4,30.9784682,28.3718327,14.18591635,Solyc01g009090,4.953193903,tf2.Solyc01g009090
8245,Cother,wt,3,41.28147917,1.97495883,1.140243012,Solyc01g009090,5.36742276,wt.Solyc01g009090
8246,Ambr,tf2,4,9.726116978,7.545958469,3.772979234,Solyc01g010970,3.281863943,tf2.Solyc01g010970
8247,Ambr,wt,3,13.24776529,6.009182604,3.469403194,Solyc01g010970,3.727677113,wt.Solyc01g010970
8248,Aother,tf2,4,3.509540436,2.953781869,1.476890935,Solyc01g010970,1.811282126,tf2.Solyc01g010970
8249,Aother,wt,5,1.271692329,1.364131457,0.610058134,Solyc01g010970,0.34674967,wt.Solyc01g010970
8250,Bmbr,tf2,3,7.11361401,4.616118198,2.665117084,Solyc01g010970,2.830582695,tf2.Solyc01g010970
8251,Bmbr,wt,4,19.76990209,11.08731265,5.543656324,Solyc01g010970,4.305233821,wt.Solyc01g010970
8252,Bother,tf2,4,2.302493254,1.337463662,0.668731831,Solyc01g010970,1.20319693,tf2.Solyc01g010970
8253,Bother,wt,4,3.558676077,2.485598453,1.242799227,Solyc01g010970,1.83134062,wt.Solyc01g010970
8254,Cmbr,tf2,4,26.66059944,21.30458366,10.65229183,Solyc01g010970,4.736637313,tf2.Solyc01g010970
8255,Cmbr,wt,6,24.3339862,25.24122187,10.30468568,Solyc01g010970,4.604900765,wt.Solyc01g010970
8256,Cother,tf2,4,2.879716722,1.372181266,0.686090633,Solyc01g010970,1.525926901,tf2.Solyc01g010970
8257,Cother,wt,3,8.503182539,5.715915213,3.300085187,Solyc01g010970,3.088002909,wt.Solyc01g010970
8258,Ambr,tf2,4,24.68900248,14.37290382,7.186451909,Solyc01g058030,4.625796643,tf2.Solyc01g058030
8259,Ambr,wt,3,26.66813963,15.21829633,8.786287483,Solyc01g058030,4.737045281,wt.Solyc01g058030
8260,Aother,tf2,4,14.05019335,14.99225134,7.496125672,Solyc01g058030,3.812518078,tf2.Solyc01g058030
8261,Aother,wt,5,3.685443376,1.671524892,0.747528657,Solyc01g058030,1.881838193,wt.Solyc01g058030
8262,Bmbr,tf2,3,12.86209703,7.143360939,4.124221361,Solyc01g058030,3.685053973,tf2.Solyc01g058030
8263,Bmbr,wt,4,19.47108361,9.882246657,4.941123329,Solyc01g058030,4.28326127,wt.Solyc01g058030
8264,Bother,tf2,4,1.050165314,1.253072834,0.626536417,Solyc01g058030,0.07061645,tf2.Solyc01g058030
8265,Bother,wt,4,1.548454542,1.051723441,0.52586172,Solyc01g058030,0.63082903,wt.Solyc01g058030
8266,Cmbr,tf2,4,38.33850965,18.52390482,9.261952408,Solyc01g058030,5.26072235,tf2.Solyc01g058030
8267,Cmbr,wt,6,40.04750823,27.03625665,11.03750556,Solyc01g058030,5.323640575,wt.Solyc01g058030
8268,Cother,tf2,4,4.242625461,2.26075655,1.130378275,Solyc01g058030,2.084957323,tf2.Solyc01g058030
8269,Cother,wt,3,4.310548698,4.059672312,2.343852902,Solyc01g058030,2.107871524,wt.Solyc01g058030
8270,Ambr,tf2,4,1.281081465,1.2622773,0.63113865,Solyc01g058040,0.357362221,tf2.Solyc01g058040
8271,Ambr,wt,3,2.640384312,2.637801206,1.522935236,Solyc01g058040,1.400747931,wt.Solyc01g058040
8274,Bmbr,tf2,3,1.185582794,1.130666169,0.652790417,Solyc01g058040,0.245596415,tf2.Solyc01g058040
8275,Bmbr,wt,4,1.73651416,2.004052223,1.002026111,Solyc01g058040,0.796194175,wt.Solyc01g058040
8278,Cmbr,tf2,4,1.848886619,2.04641533,1.023207665,Solyc01g058040,0.886656755,tf2.Solyc01g058040
8279,Cmbr,wt,6,3.207822609,2.131012968,0.869982401,Solyc01g058040,1.681594364,wt.Solyc01g058040
8282,Ambr,tf2,4,2.884347298,3.250706988,1.625353494,Solyc01g079370,1.528244887,tf2.Solyc01g079370
8284,Aother,tf2,4,1.036482919,0.843256499,0.42162825,Solyc01g079370,0.051696342,tf2.Solyc01g079370
8286,Bmbr,tf2,3,37.87883631,65.60806902,37.87883631,Solyc01g079370,5.243320105,tf2.Solyc01g079370
8287,Bmbr,wt,4,1.025595493,1.010429715,0.505214857,Solyc01g079370,0.036461827,wt.Solyc01g079370
8289,Bother,wt,4,2.040542653,1.136105751,0.568052875,Solyc01g079370,1.028952868,wt.Solyc01g079370
8290,Cmbr,tf2,4,1.949505733,3.438053651,1.719026825,Solyc01g079370,0.963108397,tf2.Solyc01g079370
8291,Cmbr,wt,6,1.872686026,1.678100086,0.685081491,Solyc01g079370,0.905109038,wt.Solyc01g079370
8292,Cother,tf2,4,2.065377801,3.043189943,1.521594971,Solyc01g079370,1.046405705,tf2.Solyc01g079370
8293,Cother,wt,3,4.900079214,6.949915789,4.012535752,Solyc01g079370,2.292805072,wt.Solyc01g079370
8294,Ambr,tf2,4,4.274536399,4.771197391,2.385598695,Solyc01g079390,2.095767959,tf2.Solyc01g079390
8295,Ambr,wt,3,7.781662766,6.689355454,3.862101172,Solyc01g079390,2.96007846,wt.Solyc01g079390
8296,Aother,tf2,4,5.212732095,4.534957835,2.267478918,Solyc01g079390,2.382039715,tf2.Solyc01g079390
8297,Aother,wt,5,7.715164522,3.584401071,1.602992891,Solyc01g079390,2.947696922,wt.Solyc01g079390
8298,Bmbr,tf2,3,4.822104091,4.364822109,2.52003122,Solyc01g079390,2.269662794,tf2.Solyc01g079390
8299,Bmbr,wt,4,5.367834788,1.693380948,0.846690474,Solyc01g079390,2.424340269,wt.Solyc01g079390
8300,Bother,tf2,4,6.22649504,5.372325115,2.686162557,Solyc01g079390,2.638420283,tf2.Solyc01g079390
8301,Bother,wt,4,6.160400251,2.443147565,1.221573782,Solyc01g079390,2.623024088,wt.Solyc01g079390
8302,Cmbr,tf2,4,20.25860421,26.43338158,13.21669079,Solyc01g079390,4.340462873,tf2.Solyc01g079390
8303,Cmbr,wt,6,5.578327684,2.244357106,0.916254952,Solyc01g079390,2.479832684,wt.Solyc01g079390
8304,Cother,tf2,4,6.670776237,6.061035547,3.030517773,Solyc01g079390,2.737854649,tf2.Solyc01g079390
8305,Cother,wt,3,12.71051196,9.944293034,5.74134026,Solyc01g079390,3.667950236,wt.Solyc01g079390
8306,Ambr,tf2,4,5.443802576,8.216274721,4.10813736,Solyc01g080770,2.444614747,tf2.Solyc01g080770
8307,Ambr,wt,3,3.675155173,5.132005508,2.962964762,Solyc01g080770,1.877805165,wt.Solyc01g080770
8308,Aother,tf2,4,19.24233333,17.07041719,8.535208597,Solyc01g080770,4.266211846,tf2.Solyc01g080770
8309,Aother,wt,5,81.79177344,25.74096273,11.51170849,Solyc01g080770,6.35388384,wt.Solyc01g080770
8310,Bmbr,tf2,3,15.08131344,12.02206236,6.940940942,Solyc01g080770,3.914690174,tf2.Solyc01g080770
