"ITAG","cluster"
"Solyc01g095530",19
"Solyc01g095680",6
"Solyc01g095700",7
"Solyc01g096060",10
"Solyc01g096090",31
"Solyc01g096120",20
"Solyc01g096130",25
"Solyc01g096150",20
"Solyc01g096160",20
"Solyc01g096175",27
"Solyc01g096180",15
"Solyc01g096185",13
"Solyc01g096193",1
"Solyc01g096197",27
"Solyc01g096200",20
"Solyc01g096210",28
"Solyc01g096220",31
"Solyc01g096250",26
"Solyc01g096255",28
"Solyc01g096260",20
"Solyc01g096280",25
"Solyc01g096300",10
"Solyc01g096320",10
"Solyc01g096330",10
"Solyc01g096340",1
"Solyc01g096400",11
"Solyc01g096410",11
"Solyc01g096420",11
"Solyc01g096430",17
"Solyc01g096435",9
"Solyc01g096440",11
"Solyc01g096450",31
"Solyc01g096510",1
"Solyc01g096520",3
"Solyc01g096620",31
"Solyc01g096630",31
"Solyc01g096650",31
"Solyc01g096670",34
"Solyc01g096690",31
"Solyc01g096720",33
"Solyc01g096930",28
"Solyc01g096980",32
"Solyc01g097070",23
"Solyc01g097095",35
"Solyc01g097170",31
"Solyc01g097230",18
"Solyc01g097290",19
"Solyc01g097330",5
"Solyc01g097340",25
"Solyc01g097700",23
"Solyc01g097710",23
"Solyc01g097880",3
"Solyc01g098190",22
"Solyc01g098410",35
"Solyc01g098450",9
"Solyc01g098500",7
"Solyc01g098520",25
"Solyc01g098560",7
"Solyc01g099000",11
"Solyc01g100105",35
"Solyc07g021730",17
"Solyc01g100880",35
"Solyc01g100930",25
"Solyc01g101080",35
"Solyc01g101170",35
"Solyc01g102285",20
"Solyc01g102310",20
"Solyc01g102340",31
"Solyc01g103450",12
"Solyc01g103530",7
"Solyc01g103780",25
"Solyc01g103868",1
"Solyc01g103970",8
"Solyc01g104400",9
"Solyc01g104433",17
"Solyc01g104437",17
"Solyc01g104438",18
"Solyc01g104610",11
"Solyc01g104680",11
"Solyc01g104930",12
"Solyc01g104950",13
"Solyc01g105165",6
"Solyc01g105350",24
"Solyc01g105360",13
"Solyc01g105493",5
"Solyc01g105540",7
"Solyc01g105605",24
"Solyc01g105720",26
"Solyc01g105730",35
"Solyc01g105740",36
"Solyc01g105823",22
"Solyc01g105893",22
"Solyc01g105910",30
"Solyc01g105920",26
"Solyc01g105930",30
"Solyc01g106070",32
"Solyc01g106105",30
"Solyc01g106130",30
"Solyc01g106140",30
"Solyc01g106150",30
"Solyc01g106170",30
"Solyc01g106215",34
"Solyc01g106310",36
"Solyc01g106460",18
"Solyc01g106490",24
"Solyc01g106690",19
"Solyc01g106730",35
"Solyc01g106910",14
"Solyc01g107220",23
"Solyc01g107415",12
"Solyc01g107430",12
"Solyc01g107640",12
"Solyc01g107650",25
"Solyc01g107670",25
"Solyc01g107710",30
"Solyc01g107740",12
"Solyc01g107890",31
"Solyc01g107933",5
"Solyc01g107970",5
"Solyc01g108010",12
"Solyc01g108090",12
"Solyc01g108510",35
"Solyc01g108530",22
"Solyc01g108620",14
"Solyc01g108630",13
"Solyc01g108640",21
"Solyc01g108790",29
"Solyc01g108810",23
"Solyc01g108820",23
"Solyc01g108830",23
"Solyc01g108860",23
"Solyc01g108870",23
"Solyc01g108880",23
"Solyc01g108935",36
"Solyc01g108950",23
"Solyc01g108973",36
"Solyc01g108977",35
"Solyc01g109010",34
"Solyc01g109020",36
"Solyc01g109030",23
"Solyc01g109170",3
"Solyc01g109180",3
"Solyc01g109500",7
"Solyc01g109610",6
"Solyc01g110070",36
"Solyc01g110200",12
"Solyc01g110380",8
"Solyc01g110470",12
"Solyc01g111040",33
"Solyc01g111660",25
"Solyc01g111970",35
"Solyc02g060570",36
"Solyc02g077525",35
"Solyc02g080260",11
"Solyc02g005350",29
"Solyc02g014775",29
"Solyc02g021160",29
"Solyc02g024075",35
"Solyc02g030464",9
"Solyc02g036393",18
"Solyc02g036397",24
"Solyc00g007160",36
"Solyc02g063540",28
"Solyc02g064900",36
"Solyc02g065090",29
"Solyc02g065225",24
"Solyc02g069060",35
"Solyc02g071360",35
"Solyc02g072190",1
"Solyc02g076780",31
"Solyc02g079460",17
"Solyc02g079630",12
"Solyc02g080990",32
"Solyc02g086500",26
"Solyc02g088560",19
"Solyc02g091410",22
"Solyc02g094751",29
"Solyc02g043945",36
"Solyc02g043860",12
"Solyc02g043862",12
"Solyc02g043815",29
"Solyc02g055530",29
"Solyc02g055460",27
"Solyc02g049090",29
"Solyc02g049100",29
"Solyc02g050180",30
"Solyc02g050280",11
"Solyc02g050283",8
"Solyc02g005185",35
"Solyc02g005310",18
"Solyc02g005315",36
"Solyc02g014077",14
"Solyc02g014250",29
"Solyc02g014350",11
"Solyc02g020980",35
"Solyc02g021010",29
"Solyc02g021050",29
"Solyc02g021230",20
"Solyc02g021340",31
"Solyc02g021480",35
"Solyc02g021560",29
"Solyc02g021603",28
"Solyc02g021630",28
"Solyc02g022830",36
"Solyc02g022835",35
"Solyc02g022936",35
"Solyc02g027080",26
"Solyc02g030090",35
"Solyc02g030185",36
"Solyc02g030355",24
"Solyc02g030360",24
"Solyc02g030365",29
"Solyc02g030450",22
"Solyc02g031985",34
"Solyc02g032303",35
"Solyc02g032307",29
"Solyc02g032380",35
"Solyc02g032983",18
"Solyc02g036165",36
"Solyc02g036235",35
"Solyc02g036270",8
"Solyc02g037550",20
"Solyc02g038703",29
"Solyc00g007300",7
"Solyc00g007200",31
"Solyc02g062000",20
"Solyc02g062040",21
"Solyc02g062330",28
"Solyc02g062463",7
"Solyc02g062700",4
"Solyc02g062750",36
"Solyc02g062815",29
"Solyc02g062930",35
"Solyc02g063360",29
"Solyc02g063450",19
"Solyc02g063542",13
"Solyc02g063546",13
"Solyc02g064690",35
"Solyc02g064800",34
"Solyc02g064802",30
"Solyc02g065020",29
"Solyc02g065060",20
"Solyc02g065480",9
"Solyc02g065500",10
"Solyc02g065610",35
"Solyc02g067120",19
"Solyc02g067800",28
"Solyc02g068040",14
"Solyc02g068610",36
"Solyc02g070460",9
"Solyc02g071365",29
"Solyc02g071610",19
"Solyc02g071700",7
"Solyc02g071730",20
"Solyc02g071980",26
"Solyc02g072000",26
"Solyc02g072160",7
"Solyc02g072470",18
"Solyc02g076690",19
"Solyc02g077010",29
"Solyc02g077230",17
"Solyc02g077270",23
"Solyc02g077900",34
"Solyc02g078150",7
"Solyc02g078285",35
"Solyc02g078700",1
"Solyc02g078780",8
"Solyc02g079050",16
"Solyc02g079550",12
"Solyc02g079640",26
"Solyc02g079710",29
"Solyc02g079760",20
"Solyc02g080050",21
"Solyc02g080120",19
"Solyc02g080200",36
"Solyc02g080240",29
"Solyc02g080640",32
"Solyc02g080880",19
"Solyc02g080890",12
"Solyc02g080900",19
"Solyc02g081060",29
"Solyc02g081080",36
"Solyc02g081200",18
"Solyc02g081890",12
"Solyc02g082315",29
"Solyc02g082545",23
"Solyc02g082840",13
"Solyc02g083220",29
"Solyc02g083740",22
"Solyc02g083860",12
"Solyc02g084400",26
"Solyc02g084800",35
"Solyc02g084910",36
"Solyc02g085620",29
"Solyc02g086460",31
"Solyc02g086467",7
"Solyc02g086840",18
"Solyc02g086860",12
"Solyc02g087070",29
"Solyc02g087540",34
"Solyc02g088425",28
"Solyc02g088630",7
"Solyc02g088820",11
"Solyc02g089040",12
"Solyc02g089050",12
"Solyc02g089340",10
"Solyc02g089520",35
"Solyc02g089515",35
"Solyc02g089630",36
"Solyc02g089660",27
"Solyc02g089670",29
"Solyc02g089770",29
